idx,num_files,num_intersecting_files,num_hunks,num_lines,num_intersecting_lines,imports,non_java_files
8659-56,184,2,520,15210,0,True,True
8659-77,9,2,13,111,0,True,True
8701-4,26,2,138,2386,0,True,True
8701-5,19,12,105,1757,0,True,True
8701-6,22,9,147,791,0,True,True
8701-8,7,2,19,82,0,True,True
8701-10,12,3,66,318,0,True,True
8727-2,10,4,32,272,0,True,True
8727-6,3,2,5,92,0,True,True
8727-10,14,4,125,818,0,True,True
8727-14,11,2,90,664,0,True,True
8727-19,6,2,11,219,0,True,True
8731-56,12,3,36,493,0,True,True
8731-71,28,4,69,387,0,True,True
8800-10,151,9,540,11966,0,True,True
8800-11,151,2,542,11972,0,True,True
8800-12,151,9,539,11980,0,True,True
8800-15,151,2,539,11961,0,True,True
8800-16,149,10,525,11966,0,True,True
8800-17,151,3,524,11944,0,True,True
8800-20,151,10,531,12110,0,True,True
8800-23,148,2,514,11837,0,True,True
8800-25,148,2,514,11843,0,True,True
8800-26,149,15,540,11969,0,True,True
8800-27,148,2,519,9637,0,True,True
8800-28,148,2,512,9531,0,True,True
8800-29,151,9,544,10376,0,True,True
8800-31,147,4,515,9705,0,True,True
8811-3,4,2,19,69,0,False,True
8822-17,14,6,77,585,0,True,True
8827-2,28,3,78,787,0,True,True
8838-2,4,3,35,243,0,True,True
8848-21,26,3,62,1046,0,True,True
8903-8,27,2,187,1739,0,True,True
8903-10,9,2,32,106,0,True,True
8914-4,10,3,31,181,0,True,True
8953-3,7,5,37,340,0,True,True
8979-1,8,7,8,58,0,False,True
9010-20,16,3,72,286,0,True,True
9010-27,20,2,147,760,0,True,True
9010-39,7,2,50,232,0,True,True
9010-40,7,2,50,200,0,True,True
9010-41,5,2,19,126,0,True,True
9010-42,5,2,18,124,0,True,True
9010-65,9,3,86,250,0,True,True
9010-74,2,2,8,180,0,False,True
9050-7,488,2,647,1660,0,True,True
9050-12,437,4,1583,8291,0,True,True
9050-14,430,2,1537,8064,0,True,True
9050-17,804,2,3488,21863,0,True,True
9090-2,17,6,27,57,0,True,True
9090-9,15,3,39,86,0,True,True
9129-3,7,3,14,51,0,False,True
9189-5,32,4,158,1119,0,True,True
9189-8,16,2,42,313,0,True,True
9212-13,29,2,103,1522,0,True,True
9212-48,64,37,80,1085,0,True,True
9212-50,42,3,504,2238,0,True,True
9212-51,48,38,35,132,0,True,True
9212-52,46,6,494,2164,0,True,True
9212-58,3,2,41,443,0,True,True
9212-59,45,3,304,6414,0,True,True
9212-60,13,2,148,805,0,True,True
9251-53,20,13,27,78,0,True,True
9251-95,253,6,640,6597,0,True,True
9256-6,13,2,51,263,0,True,True
9256-84,30,5,150,2714,0,True,True
9256-87,169,15,1563,9273,0,True,True
9256-89,29,4,162,1116,0,True,True
9256-93,96,5,421,1291,0,True,True
9256-107,57,4,288,3765,0,True,True
9256-108,32,4,136,2149,0,True,True
9256-111,42,2,194,2288,0,True,True
9256-120,47,3,185,1102,0,True,True
9256-131,11,8,64,203,0,True,True
9256-133,18,6,155,436,0,True,True
9256-137,36,2,182,4608,0,True,True
9256-138,15,2,46,172,0,True,True
9256-139,31,3,158,767,0,True,True
9256-140,41,10,354,2844,0,True,True
9256-147,16,3,67,312,0,True,True
9256-158,2,2,1,4,0,False,True
9256-161,35,2,91,590,0,True,True
9256-162,4,2,5,6,0,False,True
9256-167,62,2,218,2759,0,True,True
9256-169,53,3,242,1910,0,True,True
9256-170,5,5,5,10,0,False,True
9256-175,282,8,862,6275,0,True,True
9256-178,284,5,868,6315,0,True,True
9256-181,31,27,9,45,0,False,True
9256-185,10,5,67,184,0,True,True
9256-225,41,3,315,2305,0,True,True
9258-1,14,2,111,816,0,True,True
9258-2,42,5,214,2511,0,True,True
9266-8,62,2,261,3126,0,True,True
9266-15,35,4,222,1323,0,True,True
9275-124,22,2,48,274,0,True,True
9275-132,44,2,117,2252,0,True,True
9275-156,174,3,336,1145,0,True,True
9275-176,48,2,102,1566,0,True,True
9275-203,20,3,77,1908,0,True,True
9275-229,3,2,8,31,0,True,True
9275-263,5,2,8,291,0,True,True
9275-273,174,51,574,2953,0,True,True
9275-281,2,2,2,4,0,False,True
9295-2,19,2,38,171,0,True,True
9296-12,19,4,68,825,0,True,True
9296-13,8,2,18,571,0,True,True
9307-3,4,2,23,251,0,True,True
9307-4,4,2,23,257,0,True,True
9352-6,8,2,30,260,0,True,True
9352-14,2,2,3,7,0,False,True
9364-7,44,4,94,299,0,True,True
9364-8,114,7,205,4776,0,True,True
9364-10,94,2,167,4731,0,True,True
9364-16,101,8,307,2694,0,True,True
9364-17,79,3,235,2448,0,True,True
9364-20,27,24,38,225,0,True,True
9364-41,160,7,406,1131,0,True,True
9364-63,8,2,59,243,0,True,True
9364-79,57,3,217,1949,0,True,True
9364-112,46,3,228,4031,0,True,True
9364-113,42,2,195,3559,0,True,True
9364-114,6,2,7,13,0,False,True
9364-176,366,11,978,3783,0,True,True
9364-177,271,3,561,2110,0,True,True
9414-15,42,2,113,1102,0,True,True
9422-9,2,2,1,10,0,False,True
9463-1,78,4,361,16653,0,True,True
9469-9,18,2,83,1043,0,True,True
9469-17,26,5,35,874,0,True,True
9469-19,24,3,40,878,0,True,True
9469-25,15,4,63,1069,0,True,True
9469-26,43,2,134,1265,0,True,True
9469-27,37,7,76,1646,0,True,True
9469-28,34,2,51,184,0,True,True
9469-31,13,2,19,362,0,True,True
9469-39,3,2,20,111,0,True,True
9469-80,48,4,293,1338,0,True,True
9500-6,13,2,22,111,0,True,True
9556-1,527,3,1096,33791,0,True,True
9556-2,514,4,999,26455,0,True,True
9556-10,63,2,107,3169,0,True,True
9556-23,407,6,415,1782,0,True,True
9556-24,394,3,401,884,0,True,True
9556-122,63,4,109,3213,0,True,True
9568-2,9,2,17,327,0,True,True
9568-7,10,2,10,659,0,True,True
9568-11,71,4,424,2768,0,True,True
9568-12,28,3,126,844,0,True,True
9568-18,24,2,60,392,0,True,True
9568-19,27,5,53,765,0,True,True
9621-10,203,193,52,534,0,True,True
9757-30,13,4,55,218,0,True,True
9757-34,12,4,16,243,0,True,True
9757-37,6,3,12,69,0,False,True
9798-1,24,7,133,2132,0,True,True
9807-7,47,7,101,1976,0,True,True
9823-4,3,2,7,89,0,True,True
9823-11,6,2,37,204,0,True,True
9823-18,2,2,3,13,0,False,True
9823-29,5,2,50,410,0,True,True
9823-30,6,2,51,230,0,True,True
9823-37,4,3,13,52,0,True,True
9823-38,7,3,19,292,0,True,True
9823-39,9,2,23,58,0,True,True
9850-3,72,65,10,631,0,True,True
9916-1,59,2,192,731,0,True,True
9916-6,38,4,37,76,0,False,True
9916-21,198,21,582,12599,0,True,True
9925-1,2,2,3,15,0,False,True
9959-28,4,2,5,48,0,True,True
9959-40,18,2,55,941,0,True,True
9959-42,12,2,35,540,0,True,True
9959-46,13,3,37,347,0,True,True
9959-75,483,2,583,4044,0,True,True
9959-90,12,2,33,915,0,True,True
9959-91,34,2,150,2607,0,True,True
9959-96,78,2,277,2268,0,True,True
9959-104,43,3,88,264,0,True,True
9959-115,5,2,11,356,0,True,True
9959-116,10,2,25,334,0,True,True
9959-125,413,12,473,1303,0,True,True
9959-133,20,2,98,549,0,True,True
9959-181,60,5,254,1256,0,True,True
9959-188,91,3,336,4415,0,True,True
9959-224,22,3,86,514,0,True,True
9959-226,22,2,80,479,0,True,True
9959-238,7,2,36,311,0,True,True
9959-241,370,3,670,2595,0,True,True
9959-259,6,2,10,134,0,True,True
9959-264,370,4,536,1631,0,True,True
9959-319,18,3,61,230,0,True,True
9959-334,3,2,14,53,0,True,True
9959-355,14,3,35,256,0,True,True
9959-370,6,2,18,65,0,True,True
9959-372,178,2,1081,3556,0,True,True
9959-373,193,4,1131,4962,0,True,True
9959-375,186,3,1152,3636,0,True,True
9959-377,174,5,1076,3346,0,True,True
9959-379,32,2,81,1294,0,True,True
9959-385,14,2,42,169,0,True,True
9959-581,141,2,356,1982,0,True,True
9959-592,124,4,287,1169,0,True,True
9959-594,8,3,25,226,0,True,True
9959-615,49,7,144,1529,0,True,True
9959-619,13,3,24,212,0,True,True
9959-642,127,3,341,7121,0,True,True
9959-651,6,2,9,147,0,True,True
9959-671,42,2,85,2261,0,True,True
9959-672,38,2,79,1796,0,True,True
9959-717,43,4,103,1341,0,True,True
9959-722,42,3,89,1473,0,True,True
9959-732,91,5,264,4751,0,True,True
9959-738,21,4,60,569,0,True,True
9959-739,75,4,202,4105,0,True,True
9959-758,85,29,168,3807,0,True,True
9959-763,44,2,125,2004,0,True,True
9959-764,34,2,79,1892,0,True,True
9959-770,15,3,39,863,0,True,True
9959-773,23,2,77,931,0,True,True
9959-795,26,2,93,800,0,True,True
9959-819,68,2,100,9174,0,True,True
9959-834,60,2,88,8537,0,True,True
9959-837,57,5,77,9289,0,True,True
9959-844,44,5,79,7393,0,True,True
9959-863,36,2,78,2442,0,True,True
9959-889,177,3,590,7385,0,True,True
9959-890,65,7,66,12437,0,True,True
9959-892,47,7,135,1442,0,True,True
9959-907,96,2,120,730,0,True,True
9959-913,5,5,1,1,0,False,True
9959-916,156,4,430,3091,0,True,True
9959-925,12,2,40,371,0,True,True
9959-929,134,3,258,15029,0,True,True
9978-111,19,9,51,368,0,True,True
9990-3,4,2,18,111,0,True,True
9990-5,4,3,42,208,0,True,True
10019-7,4,4,5,45,0,False,True
10063-22,53,5,155,3530,0,True,True
10063-58,7,2,18,85,0,False,True
10063-64,14,2,33,84,0,True,True
10063-76,181,5,304,1170,0,True,True
10063-77,59,3,98,10253,0,True,True
10063-80,39,2,57,7400,0,True,True
10063-81,26,4,103,471,0,True,True
10063-84,34,3,73,4206,0,True,True
10063-97,13,2,36,799,0,True,True
10063-100,12,2,114,616,0,True,True
10063-107,85,5,504,8975,0,True,True
10063-115,26,3,71,1197,0,True,True
10063-132,192,14,381,2595,0,True,True
10063-135,9,2,87,1254,0,True,True
10070-24,23,4,81,1030,0,True,True
10073-4,23,15,48,242,0,True,True
10087-1,71,17,248,1253,0,True,True
10115-23,7,3,28,96,0,True,True
10115-24,6,2,8,14,0,True,True
10123-22,9,7,33,579,0,True,True
10123-23,9,8,33,97,0,True,True
10137-3,5,2,13,77,0,True,True
10148-1,25,3,24,4021,0,True,True
10168-10,18,2,47,513,0,True,True
10220-2,6,2,50,623,0,True,True
10251-1,6,2,9,18,0,False,True
10251-16,3,2,29,68,0,False,True
10251-17,2,2,27,102,0,False,True
10251-18,2,2,24,48,0,False,True
10251-22,3,3,29,95,0,False,True
10251-38,16,3,58,2183,0,True,True
10251-45,16,3,132,1241,0,True,True
10251-46,15,2,43,717,0,True,True
10251-64,13,2,23,1620,0,True,True
10251-67,17,4,115,1185,0,True,True
10251-68,14,2,105,1113,0,True,True
10251-83,27,4,127,1477,0,True,True
10251-84,16,4,126,1422,0,True,True
10255-38,39,6,114,272,0,True,True
10255-86,23,21,11,45,0,True,True
10255-90,22,3,93,595,0,True,True
10255-91,22,15,50,216,0,True,True
10255-127,25,9,200,1328,0,True,True
10255-129,18,4,95,786,0,True,True
10255-135,43,14,173,1275,0,True,True
10255-146,18,14,13,118,0,True,True
10255-167,24,2,49,93,0,True,True
10255-168,21,2,38,74,0,False,True
10255-201,76,3,255,804,0,True,True
10255-214,29,3,164,1551,0,True,True
10255-215,210,31,487,31287,0,True,True
10255-221,210,31,487,31287,0,True,True
10255-224,33,2,192,1815,0,True,True
10263-2,123,7,281,971,0,True,True
10268-10,5,2,16,207,0,True,True
10268-18,13,2,56,208,0,True,True
10268-23,7,2,20,87,0,True,True
10268-30,8,2,27,149,0,True,True
10268-31,12,2,74,650,0,True,True
10268-32,14,3,87,813,0,True,True
10268-37,8,2,14,76,0,True,True
10268-40,11,4,61,379,0,True,True
10268-42,6,2,32,225,0,True,True
10268-43,5,3,107,499,0,False,True
10268-47,6,2,19,238,0,True,True
10268-49,29,4,74,735,0,True,True
10268-51,2,2,18,75,0,False,True
10268-54,3,2,38,219,0,True,True
10268-55,5,2,14,297,0,True,True
10268-58,2,2,17,86,0,True,True
10268-61,3,2,8,39,0,True,True
10268-63,2,2,4,16,0,False,True
10268-64,2,2,5,21,0,False,True
10268-71,14,4,34,839,0,True,True
10268-81,2,2,3,4,0,False,True
10268-84,12,11,9,29,0,False,True
10268-89,12,5,60,254,0,True,True
10268-90,22,3,79,1025,0,True,True
10268-91,6,2,35,162,0,True,True
10268-92,14,2,40,268,0,True,True
10268-97,14,2,53,246,0,True,True
10337-15,27,3,75,1863,0,True,True
10337-17,201,2,1574,4281,0,True,True
10391-124,2,2,7,20,0,False,True
10391-126,124,3,514,8898,0,True,True
10391-129,25,4,113,437,0,True,True
10418-3,593,13,983,36392,0,True,True
10421-53,18,2,39,428,0,True,True
10421-106,16,4,75,969,0,True,True
10421-109,5,2,20,84,0,True,True
10421-161,49,2,385,3535,0,True,True
10421-162,95,8,521,4428,0,True,True
10421-165,10,2,56,231,0,True,True
10421-168,10,2,55,229,0,True,True
10442-9,24,5,82,858,0,True,True
10471-28,158,11,1228,4154,0,True,True
10471-33,47,2,207,1874,0,True,True
10471-93,395,14,1006,7068,0,True,True
10471-124,112,6,354,1884,0,True,True
10471-179,236,9,461,1707,0,True,True
10471-1050,155,3,225,1217,0,True,True
10523-4,195,3,1143,6479,0,True,True
10523-6,161,4,889,5374,0,True,True
10523-7,161,5,889,5333,0,True,True
10523-10,161,5,891,5265,0,True,True
10523-11,167,7,897,5521,0,True,True
10523-13,156,5,909,5226,0,True,True
10523-18,157,3,888,5558,0,True,True
10523-19,156,6,889,5667,0,True,True
10523-20,157,3,909,5893,0,True,True
10523-22,117,3,400,2094,0,True,True
10523-23,169,7,933,4705,0,True,True
10523-24,149,63,903,4745,0,True,True
10523-25,37,4,172,1923,0,True,True
10523-26,150,4,835,4661,0,True,True
10523-29,146,4,834,4495,0,True,True
10523-33,149,10,785,4467,0,True,True
10523-44,140,6,749,4176,0,True,True
10523-47,144,3,743,4263,0,True,True
10523-50,32,2,186,1297,0,True,True
10523-51,133,2,657,3399,0,True,True
10523-53,136,5,710,3618,0,True,True
10523-56,20,3,106,549,0,True,True
10523-57,148,139,91,784,0,True,True
10523-58,149,11,785,4349,0,True,True
10523-59,141,6,692,3551,0,True,True
10523-60,141,6,692,3551,0,True,True
10523-68,85,7,356,2386,0,True,True
10523-69,24,2,102,1073,0,True,True
10523-72,80,4,291,1342,0,True,True
10523-73,42,3,70,759,0,True,True
10523-79,5,3,13,89,0,True,True
10523-87,12,2,61,1003,0,True,True
10523-96,22,2,70,308,0,True,True
10523-103,22,3,49,972,0,True,True
10523-105,135,2,1004,6579,0,True,True
10523-107,79,3,406,3270,0,True,True
10523-111,67,3,351,2444,0,True,True
10523-115,53,3,292,1973,0,True,True
10523-116,6,6,1,1,0,False,True
10523-118,52,3,289,1909,0,True,True
10523-121,45,4,259,1537,0,True,True
10523-122,66,32,112,255,0,True,True
10523-123,49,2,516,2942,0,True,True
10523-127,6,2,14,91,0,True,True
10523-134,6,6,1,3,0,False,True
10523-167,127,4,462,3154,0,True,True
10523-168,111,7,392,2449,0,True,True
10523-169,38,4,117,1091,0,True,True
10523-170,30,17,63,473,0,True,True
10523-172,30,27,19,185,0,True,True
10533-89,4,2,20,75,0,True,True
10533-123,196,6,532,10804,0,True,True
10533-124,194,9,493,10134,0,True,True
10533-127,183,15,438,8586,0,True,True
10533-131,41,3,140,584,0,True,True
10533-132,19,2,59,101,0,True,True
10533-133,24,2,77,228,0,True,True
10533-136,26,3,49,118,0,True,True
10533-137,47,4,141,3766,0,True,True
10533-139,32,2,110,2519,0,True,True
10539-14,71,3,353,882,0,True,True
10539-51,10,4,25,259,0,True,True
10546-19,91,2,130,3109,0,True,True
10546-25,73,4,84,2531,0,True,True
10546-26,89,3,227,3509,0,True,True
10546-27,3,2,38,385,0,True,True
10546-28,62,3,75,2590,0,True,True
10546-29,94,2,305,2346,0,True,True
10546-30,93,2,169,2566,0,True,True
10546-32,129,12,436,4984,0,True,True
10546-37,92,2,429,3093,0,True,True
10546-38,121,9,374,3640,0,True,True
10546-42,34,6,122,467,0,True,True
10546-48,12,2,32,114,0,True,True
10582-14,6,2,7,49,0,True,True
10582-52,50,13,318,1520,0,True,True
10582-60,3,2,54,124,0,True,True
10582-134,35,2,110,1888,0,True,True
10582-141,126,7,347,18936,0,True,True
10582-142,31,3,144,1603,0,True,True
10582-152,279,2,405,4905,0,True,True
10582-158,91,16,263,11362,0,True,True
10582-160,30,19,37,929,0,True,True
10582-169,10,2,36,316,0,True,True
10582-172,75,7,211,13014,0,True,True
10587-1,199,2,203,1190,0,True,True
10587-6,57,3,251,2036,0,True,True
10587-25,13,2,16,3996,0,True,True
10598-41,4,2,14,54,0,False,True
10630-28,32,2,50,240,0,True,True
10630-36,49,4,79,944,0,True,True
10630-66,10,2,17,337,0,True,True
10638-6,98,3,268,13006,0,True,True
10638-90,41,2,137,2590,0,True,True
10638-120,23,2,77,406,0,True,True
10638-127,55,3,241,5390,0,True,True
10638-148,40,2,842,3947,0,True,True
10638-151,39,5,847,3899,0,True,True
10638-162,21,2,60,334,0,True,True
10638-170,2,2,4,7,0,False,True
10638-173,17,2,24,171,0,True,True
10638-177,14,2,47,375,0,True,True
10638-203,2,2,1,2,0,False,True
10638-205,19,10,46,835,0,True,True
10638-206,48,9,148,3295,0,True,True
10799-3,3,3,4,27,0,False,True
10799-15,6,2,18,71,0,False,True
10799-25,5,3,27,148,0,False,True
10799-37,7,4,100,917,0,False,True
10883-9,17,4,81,631,0,True,True
10915-17,9,2,21,75,0,True,True
10927-36,11,2,15,304,0,True,True
10954-5,23,4,92,859,0,True,True
10961-18,46,4,65,175,0,True,True
10961-27,100,4,158,1247,0,True,True
10961-29,89,11,143,1157,0,True,True
10961-30,64,9,95,1061,0,True,True
10961-32,50,2,56,187,0,True,True
10961-33,29,2,30,113,0,True,True
10978-85,29,2,110,272,0,True,True
10978-89,11,2,31,176,0,False,True
10985-34,17,9,21,324,0,True,True
10993-33,14,2,27,395,0,True,True
10993-36,35,2,66,1112,0,True,True
10993-37,69,6,246,4012,0,True,True
10993-49,17,2,65,647,0,True,True
10993-53,13,2,31,466,0,True,True
10993-60,133,8,489,2526,0,True,True
10993-64,93,3,346,1123,0,True,True
10993-67,39,4,62,730,0,True,True
10993-68,55,3,124,1156,0,True,True
10993-112,437,2,1978,15541,0,True,True
10993-113,41,2,502,1216,0,True,True
10993-114,437,38,1966,15469,0,True,True
10993-136,273,2,336,41433,0,True,True
10993-139,6,2,13,154,0,True,True
10993-162,5,2,8,43,0,True,True
10993-193,306,305,232,997,0,True,True
11015-18,8,5,25,463,0,True,True
11015-20,3,3,5,10,0,False,True
11016-4,197,56,405,12003,0,True,True
11034-37,10,4,16,373,0,True,True
11034-41,54,3,172,3963,0,True,True
11034-42,8,4,23,55,0,False,True
11034-43,128,5,1315,4797,0,True,True
11034-46,96,11,127,1435,0,True,True
11034-59,65,2,155,1781,0,True,True
11034-70,3,3,1,2,0,True,True
11034-72,9,2,69,202,0,True,True
11034-78,129,5,660,2342,0,True,True
11105-24,10,3,20,473,0,True,True
11105-29,5,2,18,103,0,True,True
11110-80,4,4,4,8,0,False,True
11140-31,25,2,91,805,0,True,True
11146-11,23,3,92,816,0,True,True
11156-3,5,2,13,95,0,True,True
11158-2,3,2,12,51,0,True,True
11194-18,44,2,241,1845,0,True,True
11194-20,34,3,138,762,0,True,True
11194-21,6,2,29,141,0,True,True
11194-28,16,2,189,945,0,True,True
11194-41,17,4,50,235,0,True,True
11194-44,10,3,69,618,0,True,True
11194-50,12,3,28,315,0,True,True
11194-94,22,2,208,1071,0,True,True
11200-1,52,3,139,11123,0,True,True
11200-3,53,2,60,4468,0,True,True
11200-7,67,11,143,7374,0,True,True
11200-8,23,2,42,4959,0,True,True
11200-10,32,2,38,3747,0,True,True
11203-50,11,2,19,389,0,True,True
11203-57,6,2,19,128,0,True,True
11203-89,8,3,26,101,0,False,True
11203-95,13,4,36,277,0,True,True
11237-3,14,2,41,709,0,True,True
11241-8,15,2,39,165,0,True,True
11241-10,15,2,42,180,0,True,True
11241-18,24,11,67,862,0,True,True
11241-25,48,2,179,510,0,True,True
11241-63,32,2,104,6246,0,True,True
11241-94,8,2,23,243,0,True,True
11241-95,8,2,32,274,0,True,True
11241-96,2,2,12,73,0,False,True
11241-97,92,36,286,1558,0,True,True
11241-98,17,5,22,1663,0,True,True
11241-103,38,38,6,31,0,True,True
11259-28,5,2,21,88,0,True,True
11259-36,14,2,64,548,0,True,True
11278-46,16,3,54,741,0,True,True
11278-52,32,9,169,1289,0,True,True
11278-55,29,7,104,668,0,True,True
11278-73,7,2,30,113,0,True,True
11278-76,57,2,143,7733,0,True,True
11320-2,3,2,2,4,0,True,True
11372-18,10,2,27,652,0,True,True
11372-40,10,2,38,582,0,True,True
11372-826,66,2,65,5374,0,True,True
11372-827,45,2,113,1675,0,True,True
11388-2,20,2,32,166,0,True,True
11388-19,11,2,74,461,0,True,True
11388-21,10,2,62,636,0,True,True
11388-30,8,2,32,168,0,True,True
11388-31,3,2,8,21,0,False,True
11388-32,9,2,78,473,0,True,True
11388-35,2,2,23,65,0,True,True
11388-37,175,2,1180,5497,0,True,True
11388-48,58,2,328,1915,0,True,True
11388-62,66,31,457,3565,0,True,True
11388-80,34,2,374,2170,0,True,True
11388-91,43,2,102,765,0,True,True
11388-92,4,2,8,31,0,False,True
11388-133,6,4,5,21,0,True,True
11388-134,6,3,14,62,0,True,True
11388-170,10,2,78,472,0,True,True
11388-176,4,2,8,24,0,True,True
11388-183,290,6,1237,55252,0,True,True
11411-105,3,2,4,10,0,False,True
11411-146,8,2,62,440,0,True,True
11411-152,29,4,210,1193,0,True,True
11411-154,22,4,128,613,0,True,True
11411-155,6,4,16,44,0,True,True
11411-156,13,4,142,1029,0,True,True
11411-157,8,2,80,476,0,True,True
11411-160,4,2,61,293,0,True,True
11411-165,18,2,189,807,0,True,True
11411-167,11,3,74,362,0,True,True
11411-171,7,2,44,244,0,True,True
11411-172,7,2,45,247,0,True,True
11411-176,14,2,131,633,0,True,True
11411-177,12,4,147,595,0,True,True
11411-187,9,2,51,367,0,True,True
11411-194,26,4,267,2922,0,True,True
11411-212,7,2,45,256,0,True,True
11411-214,9,2,70,631,0,True,True
11411-216,6,2,31,310,0,True,True
11411-265,6,3,62,293,0,True,True
11411-275,11,8,71,329,0,True,True
11416-2,15,2,43,360,0,True,True
11440-3,13,5,58,227,0,True,True
11463-31,20,3,58,1098,0,True,True
11463-32,6,2,9,39,0,True,True
11478-13,6,4,37,216,0,True,True
11478-14,6,2,27,194,0,True,True
11522-25,4,2,20,98,0,True,True
11522-26,4,2,5,29,0,False,True
11540-1,10,2,30,417,0,True,True
11584-67,437,2,2293,7936,0,True,True
11584-71,376,2,1988,6490,0,True,True
11584-117,110,2,234,16474,0,True,True
11584-123,170,3,269,29744,0,True,True
11584-138,51,2,71,9310,0,True,True
11584-145,67,2,136,6194,0,True,True
11584-167,5,2,10,36,0,False,True
11584-169,5,2,12,42,0,False,True
11584-196,359,34,1409,14081,0,True,True
11584-816,11,2,22,336,0,True,True
11584-827,246,3,649,35707,0,True,True
11584-835,73,3,302,1061,0,True,True
11584-912,87,35,151,2478,0,True,True
11652-1,5,3,73,394,0,True,True
11699-3,3,2,14,197,0,False,True
11711-20,69,3,264,2406,0,True,True
11766-1,4,3,9,169,0,True,True
11766-5,160,6,636,19545,0,True,True
11766-17,23,4,47,384,0,True,True
11769-1,5,2,8,77,0,True,True
11785-18,17,8,23,375,0,True,True
11789-5,18,12,31,124,0,True,True
11789-8,15,3,84,207,0,True,True
11790-103,3,2,8,23,0,True,True
11790-104,2,2,7,15,0,False,True
11803-15,20,3,61,165,0,True,True
11803-37,10,5,19,201,0,True,True
11803-66,15,2,27,2362,0,True,True
11806-36,84,6,1028,22102,0,True,True
11807-5,31,3,137,1520,0,True,True
11837-57,19,3,64,959,0,True,True
11837-85,5,2,14,30,0,True,True
11837-112,40,22,99,765,0,True,True
11837-124,82,3,145,5182,0,True,True
11875-1,4,2,6,17,0,False,True
11884-3,242,6,336,13397,0,True,True
11897-70,12,2,21,356,0,True,True
11959-3,76,7,270,2409,0,True,True
11959-4,31,3,182,1051,0,True,True
11998-29,2,2,4,14,0,False,True
11998-32,3,2,12,47,0,False,True
12013-8,26,4,74,944,0,True,True
12013-9,8,3,9,42865,0,True,True
12037-18,18,3,58,270,0,True,True
12037-20,21,15,37,420,0,True,True
12037-21,20,6,32,400,0,True,True
12065-25,6,2,12,84,0,False,True
12065-72,8,2,13,34,0,True,True
12065-76,14,3,36,227,0,True,True
12065-77,14,3,34,218,0,True,True
12065-84,8,2,53,530,0,True,True
12065-101,26,3,206,1623,0,True,True
12065-102,7,4,17,484,0,True,True
12065-106,5,4,11,21,0,False,True
12065-108,26,2,90,557,0,True,True
12065-112,7,2,24,132,0,True,True
12094-34,22,2,25,56,0,True,True
12094-36,101,5,1900,7360,0,True,True
12119-7,27,3,94,777,0,True,True
12130-74,21,3,132,856,0,True,True
12133-9,2,2,19,97,0,True,True
12133-12,3,2,6,22,0,False,True
12133-14,6,2,11,37,0,True,True
12167-36,14,3,54,251,0,True,True
12188-17,14,3,20,153,0,True,True
12215-2,480,3,1205,6176,0,True,True
12215-27,24,2,36,478,0,True,True
12215-28,217,2,760,1681,0,True,True
12215-42,57,2,201,510,0,True,True
12215-46,42,9,166,398,0,True,True
12215-174,51,3,79,387,0,True,True
12216-50,10,4,18,62,0,False,True
12216-70,494,14,2173,6095,0,True,True
12216-114,164,3,203,470,0,True,True
12216-132,83,2,244,673,0,True,True
12216-191,167,6,444,6353,0,True,True
12216-195,88,3,141,566,0,True,True
12216-238,11,7,128,844,0,True,True
12216-243,11,7,77,165,0,True,True
12216-244,11,7,58,116,0,True,True
12216-246,10,5,44,70,0,True,True
12216-247,10,7,40,62,0,True,True
12216-248,10,7,22,38,0,False,True
12216-285,53,2,87,360,0,True,True
12216-326,1021,934,3758,79918,0,True,True
12216-495,887,132,3765,68713,0,True,True
12226-24,11,2,20,44,0,True,True
12226-32,3,2,26,53,0,False,True
12243-9,62,10,130,14456,0,True,True
12243-11,59,10,155,125507,0,True,True
12243-12,33,3,127,54142,0,True,True
12267-3,71,2,275,3355,0,True,True
12267-437,8,2,15,37,0,False,True
12267-602,12,2,147,603,0,True,True
12267-756,74,5,205,1530,0,True,True
12269-148,50,4,363,2283,0,True,True
12269-158,52,2,349,2036,0,True,True
12269-161,57,10,515,3324,0,True,True
12269-165,158,9,615,4030,0,True,True
12269-167,16,5,58,292,0,True,True
12269-168,10,2,41,221,0,True,True
12269-170,124,5,562,4457,0,True,True
12269-172,60,2,443,1429,0,True,True
12269-179,132,4,613,4769,0,True,True
12269-182,52,3,137,560,0,True,True
12269-183,92,12,374,2330,0,True,True
12269-189,119,27,389,1705,0,True,True
12269-190,65,9,200,1920,0,True,True
12269-191,84,25,333,2162,0,True,True
12269-195,52,8,170,1627,0,True,True
12269-196,44,7,128,1384,0,True,True
12269-198,37,3,98,742,0,True,True
12269-201,15,3,38,209,0,True,True
12269-202,28,2,200,1466,0,True,True
12269-207,56,3,265,1183,0,True,True
12269-212,58,6,232,1475,0,True,True
12269-213,57,5,234,1638,0,True,True
12269-214,115,18,586,3794,0,True,True
12269-215,78,9,388,2108,0,True,True
12269-216,49,3,284,1664,0,True,True
12269-219,48,3,279,1654,0,True,True
12269-220,48,3,279,1654,0,True,True
12269-227,53,4,319,1863,0,True,True
12269-228,74,15,391,2955,0,True,True
12269-230,58,3,332,1895,0,True,True
12269-232,51,4,314,1841,0,True,True
12269-235,50,3,309,1829,0,True,True
12269-236,50,6,316,1849,0,True,True
12269-247,48,2,336,1940,0,True,True
